# 诗词名句「通行版」校订语料（prev \t next \t weight）
#
# 背景：chinese-poetry 数据集以学术底本为准，大量名句收录的是异文版
#（如《静夜思》"床前看月光/举头望山月"），与教材/大众通行的修订版
#（"床前明月光/举头望明月"）不同，导致通行名句整句键缺失、联想 miss。
#
# 本表以人工精选方式补录通行版句对（键/候选均为去标点整句，权重 90），
# 经 --plain-corpus 免尾键通道合入主库。
# 维护纪律：与种子语料/探针词表同为只增不删的受控文件，入 git 管理；
# 新增条目须为广泛通行的权威版本（教材/权威选本口径）。
至今思项羽	不肯过江东	90
山重水复疑无路	柳暗花明又一村	90
箫鼓追随春社近	衣冠简朴古风存	90
从今若许闲乘月	拄杖无时夜叩门	90
辛苦遭逢起一经	干戈寥落四周星	90
山河破碎风飘絮	身世浮沉雨打萍	90
惶恐滩头说惶恐	零丁洋里叹零丁	90
人生自古谁无死	留取丹心照汗青	90
千锤万凿出深山	烈火焚烧若等闲	90
粉骨碎身浑不怕	要留清白在人间	90
咬定青山不放松	立根原在破岩中	90
千磨万击还坚劲	任尔东西南北风	90
浩荡离愁白日斜	吟鞭东指即天涯	90
落红不是无情物	化作春泥更护花	90
九州生气恃风雷	万马齐喑究可哀	90
我劝天公重抖擞	不拘一格降人材	90
