# 字由输入法自建 predict.db 种子语料（联想优化方案 §4.1）
# 格式：prev \t next \t weight（weight 可省略，默认 50；同键内相对强度）
# 维护纪律：仅收 1~8 字纯汉字键与 1~20 字纯汉字候选；人工可解释的高频自然搭配；
# 低质量/长尾语料交给 --corpus 外部文件与 --distill 蒸馏，不混入种子。
# 权重档位：90 极高频（问候/代词搭配）｜70 高频｜50 常规｜30 低频补充
收藏	了	30
截图	了	30
记录	一下	30
备忘	一下	30
提醒	我一下	30
定个	闹钟	30
订个	外卖	30
点个	外卖	30
买点	东西	30
买点	菜	30
做	饭	70
做菜	手艺	30
尝	尝	50
尝尝	我的手艺	30
味道	不错	70
味道	怎么样	50
好吃	极了	30
太	好吃了	50
真	好吃	50
真	难吃	30
有点	咸	30
有点	淡	30
趁热	吃	50
慢	慢吃	50
多喝	水	50
多喝	热水	50
早睡	早起	50
熬夜	不好	30
别熬夜	了	30
早点	起床	30
精神	真好	30
精神	点	30
打起	精神	30
状态	不错	30
状态	不好	30
心情	不错	50
心情	不好	50
别	难过	50
别	伤心	30
开心	点	50
笑	一个	30
笑笑	就过了	30
没什么	大不了	30
过去了	就好	30
往前	看	30
向前	看	30
未来	可期	30
未来	加油	30
一起	加油	70
我们	一起	70
我们	走吧	50
我们	出发	30
咱们	走吧	50
咱们	商量	30
大家	一起	70
团队	合作	30
合作	愉快	70
合作	顺利	30
进展	顺利	30
进展	如何	30
顺利	完成	30
圆满	完成	30
圆满	成功	50
成功	了	70
失败	了	50
没关系	再来	30
再试	一次	50
再试	试	50
再来	一次	50
坚持	一下	30
坚持	就是胜利	30
胜利	在望	30
快	成功了	30
马上就	好了	50
就差	一点	30
最后	一步	30
收尾	工作	30
总结	一下	30
复盘	一下	30
讨论	一下	50
研究	一下	50
考虑	一下	70
考虑	清楚	30
想清楚	再说	30
想好	了	50
决定	了	50
定了	就	30
就	这样	70
就	这样吧	50
就	这么办	50
按	计划	50
按	时	30
按	时完成	30
提前	完成	30
提前	准备	30
准备	好了	70
准备	出发	50
准备	吃饭	30
开始	吧	70
开始	工作	30
结束	了	70
到	点了	30
时间	到了	50
该	走了	50
该	吃饭了	50
该	休息了	30
该	睡觉了	30
时候	不早了	30
天色	不早了	30
告辞	了	30
先	走了	50
先	这样	50
先	忙	50
回头	聊	50
回头	联系	30
下次	聊	50
下次	见	50
下次	一起	50
下次	再说	50
改天	请	30
改天	聊	30
有空	聊	50
有空	约	30
约	个时间	30
定个	时间	30
什么	时间方便	30
你	什么时候方便	30
等你	消息	50
等	好消息	30
希望	好消息	30
静候	佳音	30
盼复	为感	30
敬请	谅解	30
敬请	期待	30
敬请	关注	30
欢迎	关注	30
欢迎	咨询	30
欢迎	选购	30
感谢	支持	50
感谢	关注	30
感谢	配合	50
感谢	理解	70
感谢	帮助	50
多亏	你	30
全靠	你	30
托你	的福	30
借你	吉言	50
吉星	高照	30
好运	连连	30
心想	事成	50
万事	如意	70
如意	吉祥	30
平安	喜乐	30
喜乐	安康	30
岁岁	平安	30
年年	有余	30
财源	滚滚	30
生意	兴隆	50
开工	大吉	30
乔迁	之喜	30
新婚	快乐	50
百年	好合	30
早生	贵子	30
满月	之喜	30
前程	似锦	50
鹏程	万里	30
一帆	风顺	70
一帆	风顺万事如意	30
万事	顺利	30
顺利	安康	30
